110845,61247
91257,55859
112769,61134
94277,53008
102913,60635
111492,61817
110640,64723
91139,61432
109041,59371
104454,58093
106643,62487
100515,64843
113814,59650
104403,57184
118430,68567
103664,55215
100715,57188
92298,49373
116863,65930
101517,58175
117132,68494
112135,66776
103556,64663
107767,60308
112039,62816
100178,54386
105981,60337
103787,53050
110725,61361
117585,63279
100602,63618
90848,52968
100255,53954
118204,69214
108602,62173
109291,67710
115053,64061
99969,58633
98892,56358
103658,59751
101948,55611
97498,62797
101298,56506
112542,60869
113791,68016
92427,53861
96630,53191
108114,58728
99565,57634
102107,53309
94139,56473
109766,64583
105617,61776
110951,67597
115176,61426
104388,63087
110825,61186
108644,60434
101454,55786
106333,61593
103141,55422
113654,68593
110134,64416
98429,54893
115993,69140
111649,63247
110451,59539
111860,59275
97988,58593
94532,54150
109929,58179
106745,55784
112092,63313
88645,60400
91448,53902
112561,63466
108882,59256
112288,60868
100862,67428
105197,61509
120939,71899
105881,60586
115504,66926
109231,61137
100704,56920
120078,67666
115891,66750
107137,54623
100999,60532
104795,59073
102009,60637
101757,60292
99772,57470
100630,54619
101805,55219
101718,56503
106133,61984
102361,63232
101824,60970
122379,70808
