113692,60244
95796,50000
87939,54274
96802,59202
99208,59176
95097,54275
102006,65665
105802,62132
98207,58362
99947,59107
113897,64164
108247,53361
112946,64087
100932,54568
111685,63170
98377,56835
110581,58500
100650,52011
100359,61658
107850,59255
114727,67265
101336,54986
101026,53793
112251,62454
96808,57443
101163,52447
103243,57133
116433,64162
87350,50255
100313,58313
102844,59206
104583,60577
95475,53908
101612,63332
114533,68111
102598,64005
118831,67230
103503,58840
94873,52863
105241,59826
111383,57394
94195,53249
104390,57923
105421,60373
97531,55309
110228,69045
102954,59905
95996,60113
107389,60555
110497,65054
98343,53633
104057,63716
112881,56663
104282,65826
106686,58581
96903,59097
107463,57417
97024,51673
111288,57495
103611,57753
107098,62847
113315,62491
102111,60600
112955,61935
103606,54357
106940,57889
101288,58034
107864,58283
109022,62244
99880,56453
104128,63506
120096,71083
95917,57273
104084,53939
97574,60422
109309,67330
110402,64236
104588,62281
107732,60808
103877,56057
106528,59459
117117,63913
116878,68309
116916,64294
82940,52471
113392,60706
118117,66997
107818,61469
102060,54005
104507,59565
105785,61606
111567,64369
105696,61683
110672,58654
114802,59848
102509,59064
101350,60296
103881,59539
101975,57000
98721,59950
